meross/sample_timestamp,meross/power,meross/current,meross/voltage,dobot/acceleration
07:17.7,16.367,0.159,233.1,40
07:17.7,16.367,0.159,233.1,40
07:17.7,16.367,0.159,233.1,40
07:17.7,16.367,0.159,233.1,40
07:17.7,16.367,0.159,233.1,40
07:17.7,16.367,0.159,233.1,40
07:17.7,16.367,0.159,233.1,40
07:17.7,16.367,0.159,233.1,40
07:17.7,16.367,0.159,233.1,40
07:17.7,16.367,0.159,233.1,40
07:17.7,16.367,0.159,233.1,40
07:17.7,16.367,0.159,233.1,40
07:39.4,16.405,0.157,235,40
07:39.4,16.405,0.157,235,40
07:41.6,16.443,0.155,235,40
07:42.3,16.443,0.155,235,40
07:42.3,16.443,0.155,235,40
07:44.0,16.443,0.155,235,40
07:44.0,16.443,0.155,235,40
07:45.7,16.88,0.155,235,40
07:45.7,16.88,0.155,235,40
07:45.7,16.88,0.155,235,40
07:45.7,16.88,0.155,235,40
07:45.7,16.88,0.155,235,40
07:45.7,16.88,0.155,235,40
07:51.7,16.329,0.155,235,40
07:53.2,16.728,0.155,235,40
07:53.2,16.728,0.155,235,40
07:53.2,16.728,0.155,235,40
07:53.2,16.728,0.155,235,40
07:57.0,16.462,0.155,235,40
07:57.7,16.367,0.155,235,40
07:59.5,16.747,0.157,235,40
07:59.5,16.747,0.157,235,40
07:59.5,16.747,0.157,235,40
08:02.1,16.671,0.155,235,40
08:02.1,16.671,0.155,235,40
08:02.1,16.671,0.155,235,40
08:05.0,16.386,0.155,235,40
08:05.0,16.386,0.155,235,40
08:05.0,16.386,0.155,235,40
08:05.0,16.386,0.155,235,40
08:05.0,16.386,0.155,235,40
08:05.0,16.386,0.155,235,40
08:05.0,16.386,0.155,235,40
08:05.0,16.386,0.155,235,40
08:12.8,16.595,0.156,235,40
08:13.8,16.443,0.154,235,40
08:13.8,16.443,0.154,235,40
08:13.8,16.443,0.154,235,40
08:17.3,16.424,0.154,235,40
08:18.2,16.5,0.159,235,40
08:19.6,16.595,0.159,235,40
08:20.4,16.595,0.155,235,40
08:21.3,16.443,0.155,235,40
08:22.3,16.386,0.155,235,40
08:23.0,16.386,0.155,235,40
08:24.6,16.367,0.155,235,40
08:25.6,16.88,0.159,235,40
08:26.4,16.576,0.159,235,40
08:27.2,16.5,0.155,235,40
08:28.6,16.443,0.155,235,40
08:29.3,16.443,0.155,235,40
08:30.1,16.424,0.155,235,40
08:31.0,16.386,0.155,235,40
08:42.4,16.519,0.155,235,50
08:43.1,16.519,0.155,235,50
08:43.9,16.481,0.155,235,50
08:43.9,16.481,0.155,235,50
08:46.0,16.557,0.156,235,50
08:47.3,16.652,0.156,235,50
08:48.1,16.747,0.156,235,50
08:48.1,16.747,0.156,235,50
08:48.1,16.747,0.156,235,50
08:51.5,16.443,0.156,235,50
08:52.4,16.424,0.156,235,50
08:53.6,17.07,0.16,235,50
08:53.6,17.07,0.16,235,50
08:53.6,17.07,0.16,235,50
08:53.6,17.07,0.16,235,50
08:53.6,17.07,0.16,235,50
08:58.5,16.804,0.156,235,50
08:59.2,16.804,0.156,235,50
09:00.1,16.918,0.157,235,50
09:01.0,16.443,0.157,235,50
09:01.0,16.443,0.157,235,50
09:01.0,16.443,0.157,235,50
09:01.0,16.443,0.157,235,50
09:01.0,16.443,0.157,235,50
09:06.5,16.367,0.156,235,50
09:07.2,16.443,0.156,235,50
09:07.2,16.443,0.156,235,50
09:07.2,16.443,0.156,235,50
09:07.2,16.443,0.156,235,50
09:11.3,16.538,0.156,235,50
09:11.3,16.538,0.156,235,50
09:11.3,16.538,0.156,235,50
09:11.3,16.538,0.156,235,50
09:11.3,16.538,0.156,235,50
09:15.8,16.538,0.156,235,50
09:15.8,16.538,0.156,235,50
09:15.8,16.538,0.156,235,50
09:15.8,16.538,0.156,235,50
09:19.7,16.424,0.155,235,50
09:19.7,16.424,0.155,235,50
09:22.3,16.88,0.159,235,50
09:22.3,16.88,0.159,235,50
09:22.3,16.88,0.159,235,50
09:22.3,16.88,0.159,235,50
09:25.7,16.443,0.156,235,50
09:25.7,16.443,0.156,235,50
09:28.4,16.443,0.155,235,50
09:28.4,16.443,0.155,235,50
09:28.4,16.443,0.155,235,50
09:30.8,16.424,0.155,235,50
09:30.8,16.424,0.155,235,50
09:33.3,16.481,0.155,235,50
09:33.3,16.481,0.155,235,50
09:33.3,16.481,0.155,235,50
09:36.6,16.348,0.156,235,50
09:36.6,16.348,0.156,235,50
09:38.4,16.557,0.156,235,50
09:38.4,16.557,0.156,235,50
09:38.4,16.557,0.156,235,50
09:38.4,16.557,0.156,235,50
09:38.4,16.557,0.156,235,50
09:38.4,16.557,0.156,235,50
09:44.2,16.5,0.154,235,50
09:44.2,16.5,0.154,235,50
09:44.2,16.5,0.154,235,50
09:46.8,16.614,0.155,235,50
09:46.8,16.614,0.155,235,50
09:46.8,16.614,0.155,235,50
09:46.8,16.614,0.155,235,50
09:46.8,16.614,0.155,235,50
09:52.4,16.329,0.154,235,50
09:52.4,16.329,0.154,235,50
09:53.7,16.538,0.155,235,50
09:53.7,16.538,0.155,235,50
09:56.6,16.443,0.156,235,50
09:56.6,16.443,0.156,235,50
09:57.9,16.557,0.156,235,50
09:57.9,16.557,0.156,235,50
09:57.9,16.557,0.156,235,50
10:01.6,16.519,0.155,235,50
10:01.6,16.519,0.155,235,50
10:01.6,16.519,0.155,235,50
10:01.6,16.519,0.155,235,50
10:05.0,16.386,0.155,235,50
10:06.2,16.481,0.155,235,50
10:07.0,16.519,0.157,235,50
10:08.5,16.956,0.157,235,50
10:09.3,16.956,0.158,235,50
10:09.3,16.956,0.158,235,50
10:11.6,16.443,0.158,235,50
10:11.6,16.443,0.158,235,50
10:11.6,16.443,0.158,235,50
10:11.6,16.443,0.158,235,50
10:14.9,16.329,0.156,235,50
10:14.9,16.329,0.156,235,50
10:14.9,16.329,0.156,235,50
10:18.3,16.766,0.159,235,50
10:18.3,16.766,0.159,235,50
10:19.9,16.443,0.157,235,50
10:21.4,16.671,0.157,235,50
10:22.5,16.386,0.155,235,50
10:23.2,16.272,0.155,235,50
10:23.2,16.272,0.155,235,50
10:23.2,16.272,0.155,235,50
10:26.7,16.804,0.159,235,50
10:26.7,16.804,0.159,235,50
10:26.7,16.804,0.159,235,50
10:26.7,16.804,0.159,235,50
10:30.5,16.462,0.154,235,50
10:31.2,16.462,0.157,235,50
10:31.2,16.462,0.157,235,50
10:31.2,16.462,0.157,235,50
10:31.2,16.462,0.157,235,50
10:35.6,16.424,0.156,235,50
10:36.5,16.557,0.156,235,50
10:37.2,16.557,0.156,235,50
10:38.0,16.405,0.155,235,60
10:49.6,16.443,0.156,235,60
10:50.4,16.424,0.156,235,60
10:51.1,16.424,0.159,235,60
10:52.7,16.766,0.159,235,60
10:52.7,16.766,0.159,235,60
10:54.7,16.576,0.157,235,60
10:55.4,16.443,0.156,235,60
10:56.3,16.443,0.156,235,60
10:57.7,16.576,0.156,235,60
10:57.7,16.576,0.156,235,60
10:59.7,16.956,0.156,235,60
10:59.7,16.956,0.156,235,60
10:59.7,16.956,0.156,235,60
10:59.7,16.956,0.156,235,60
10:59.7,16.956,0.156,235,60
11:03.8,16.614,0.155,235,60
11:03.8,16.614,0.155,235,60
11:03.8,16.614,0.155,235,60
11:03.8,16.614,0.155,235,60
11:03.8,16.614,0.155,235,60
11:08.9,16.367,0.156,235,60
11:10.4,16.386,0.156,235,60
11:10.4,16.386,0.156,235,60
11:10.4,16.386,0.156,235,60
11:10.4,16.386,0.156,235,60
11:13.9,16.424,0.156,235,60
11:13.9,16.424,0.156,235,60
11:16.2,16.576,0.156,235,60
11:16.2,16.576,0.156,235,60
11:16.2,16.576,0.156,235,60
11:19.0,16.405,0.155,235,60
11:19.0,16.405,0.155,235,60
11:19.0,16.405,0.155,235,60
11:19.0,16.405,0.155,235,60
11:19.0,16.405,0.155,235,60
11:24.3,16.481,0.156,235,60
11:24.3,16.481,0.156,235,60
11:24.3,16.481,0.156,235,60
11:24.3,16.481,0.156,235,60
11:24.3,16.481,0.156,235,60
11:24.3,16.481,0.156,235,60
11:24.3,16.481,0.156,235,60
11:24.3,16.481,0.156,235,60
11:24.3,16.481,0.156,235,60
11:24.3,16.481,0.156,235,60
11:34.5,16.348,0.156,235,60
11:34.5,16.348,0.156,235,60
11:34.5,16.348,0.156,235,60
11:34.5,16.348,0.156,235,60
11:34.5,16.348,0.156,235,60
11:34.5,16.348,0.156,235,60
11:34.5,16.348,0.156,235,60
11:34.5,16.348,0.156,235,60
11:34.5,16.348,0.156,235,60
11:34.5,16.348,0.156,235,60
11:34.5,16.348,0.156,235,60
11:45.7,16.538,0.156,233.1,60
11:46.4,16.538,0.162,233.1,60
11:47.1,16.899,0.162,233.1,60
11:48.5,16.481,0.162,233.1,60
11:49.3,16.443,0.157,233.1,60
11:50.2,16.443,0.157,233.1,60
11:51.6,16.443,0.156,233.1,60
11:52.2,16.5,0.156,233.1,60
11:53.6,16.5,0.156,233.1,60
11:54.4,16.462,0.157,233.1,60
11:55.1,16.462,0.157,233.1,60
11:55.8,16.823,0.159,233.1,60
11:57.4,16.538,0.159,233.1,60
11:58.2,16.595,0.158,233.1,60
11:58.9,16.595,0.158,233.1,60
12:00.6,16.405,0.158,233.1,60
12:01.4,16.405,0.156,233.1,60
12:02.7,17.013,0.16,233.1,60
12:03.4,17.013,0.16,233.1,60
12:03.4,17.013,0.16,233.1,60
12:04.8,16.348,0.156,233.1,60
12:06.6,16.348,0.156,233.1,60
12:07.3,16.348,0.156,233.1,60
12:08.3,17.013,0.156,233.1,60
12:09.2,16.652,0.159,233.1,60
12:09.2,16.652,0.159,233.1,60
12:10.9,16.519,0.156,233.1,60
12:12.0,16.31,0.156,233.1,60
12:13.1,16.405,0.156,233.1,60
12:13.8,16.386,0.155,233.1,60
12:15.2,16.462,0.155,233.1,60
12:15.2,16.462,0.155,233.1,60
12:17.1,16.671,0.155,233.1,60
12:18.6,16.405,0.156,233.1,60
12:19.3,16.69,0.156,233.1,60
12:20.8,16.272,0.155,233.1,60
12:21.6,16.367,0.155,233.1,60
12:22.4,16.367,0.156,233.1,60
12:23.2,16.5,0.156,233.1,60
12:24.6,16.842,0.16,233.1,60
12:25.7,16.709,0.16,233.1,60
12:26.5,16.196,0.16,233.1,60
12:27.2,16.481,0.156,233.1,60
12:28.8,16.538,0.156,233.1,60
12:29.7,16.538,0.16,233.1,60
12:30.4,16.975,0.16,233.1,60
12:31.8,16.367,0.157,233.1,60
12:32.5,16.367,0.157,233.1,60
12:33.3,16.367,0.157,233.1,60
12:34.7,16.462,0.156,233.1,60
12:45.0,16.348,0.156,233.1,70
12:46.0,16.348,0.156,233.1,70
12:47.2,16.291,0.156,233.1,70
12:47.2,16.291,0.156,233.1,70
12:49.2,16.31,0.156,235,70
12:50.1,16.633,0.154,235,70
12:51.5,16.329,0.155,235,70
12:52.5,16.481,0.155,235,70
12:53.2,16.481,0.155,235,70
12:54.7,17.032,0.155,235,70
12:55.6,17.032,0.155,235,70
12:56.4,16.481,0.157,235,70
12:57.1,16.481,0.157,235,70
12:58.2,16.462,0.155,235,70
12:59.8,17.07,0.155,235,70
13:00.5,17.07,0.159,235,70
13:01.7,16.443,0.159,235,70
13:01.7,16.443,0.159,235,70
13:03.5,16.31,0.155,235,70
13:04.8,16.443,0.155,235,70
13:04.8,16.443,0.155,235,70
13:06.7,16.424,0.155,235,70
13:07.4,16.31,0.155,235,70
13:08.2,16.31,0.155,235,70
13:09.6,16.519,0.155,235,70
13:10.4,16.519,0.155,235,70
13:11.1,16.462,0.155,235,70
13:12.8,16.348,0.155,235,70
13:13.5,16.367,0.155,235,70
13:14.6,16.367,0.155,233.1,70
13:15.3,16.994,0.155,233.1,70
13:16.8,16.595,0.156,233.1,70
13:17.5,16.443,0.156,233.1,70
13:18.3,16.519,0.156,233.1,70
13:19.0,16.519,0.156,233.1,70
13:20.6,16.652,0.158,233.1,70
13:21.3,16.652,0.158,233.1,70
13:22.0,16.557,0.158,233.1,70
13:23.6,16.367,0.155,233.1,70
13:24.4,16.481,0.155,233.1,70
13:25.2,16.481,0.156,233.1,70
13:26.6,16.386,0.156,235,70
13:27.5,16.405,0.155,235,70
13:28.2,17.051,0.155,233.1,70
13:29.7,16.424,0.156,233.1,70
13:30.5,16.576,0.156,233.1,70
13:31.2,16.576,0.155,233.1,70
13:32.0,16.234,0.155,233.1,70
13:33.6,16.424,0.155,233.1,70
13:34.4,16.671,0.155,233.1,70
13:35.7,16.823,0.156,233.1,70
13:36.5,16.462,0.156,233.1,70
13:37.2,16.462,0.156,233.1,70
13:38.1,16.5,0.154,233.1,70
13:39.6,16.823,0.154,233.1,70
13:40.4,16.709,0.157,233.1,70
13:41.8,16.576,0.157,233.1,70
13:42.7,16.576,0.155,233.1,70
13:43.5,16.386,0.155,233.1,70
13:44.3,16.481,0.155,233.1,70
13:45.8,16.367,0.155,233.1,70
13:46.6,16.386,0.155,233.1,70
13:47.3,16.386,0.156,233.1,70
13:48.8,16.709,0.156,233.1,70
13:49.6,16.253,0.157,233.1,70
13:50.3,16.519,0.157,233.1,70
13:51.8,16.329,0.155,233.1,70
13:52.5,16.481,0.155,233.1,70
13:53.3,16.481,0.155,233.1,70
13:54.1,16.576,0.157,233.1,70
13:55.7,16.994,0.157,235,70
13:56.5,16.31,0.155,235,70
13:57.2,16.31,0.155,235,70
13:58.6,16.424,0.155,235,70
13:59.4,16.424,0.155,235,70
14:00.2,16.88,0.155,235,70
14:01.7,16.519,0.156,235,70
14:02.4,16.348,0.156,235,70
14:03.8,16.557,0.155,235,70
14:04.6,16.557,0.155,235,70
14:05.3,16.519,0.156,235,70
14:06.8,16.424,0.156,235,70
14:07.6,16.652,0.157,235,70
14:08.4,16.652,0.157,235,70
14:09.1,16.652,0.157,235,70
14:10.6,16.481,0.156,235,70
14:11.4,16.367,0.156,235,70
14:12.2,16.367,0.156,235,70
14:13.7,16.291,0.156,235,70
14:14.5,16.291,0.157,235,70
14:15.2,17.108,0.157,233.1,70
14:16.8,16.5,0.155,233.1,70
14:17.5,16.329,0.155,233.1,70
14:18.3,16.5,0.155,233.1,70
14:19.2,16.5,0.156,233.1,70
14:20.8,16.5,0.158,233.1,70
14:21.6,16.5,0.158,233.1,70
14:22.4,16.557,0.158,233.1,70
14:23.2,16.405,0.155,233.1,70
14:24.8,16.386,0.155,233.1,70
14:24.8,16.386,0.155,233.1,70
14:36.6,16.31,0.155,235,80
14:37.5,16.747,0.155,235,80
14:38.3,16.5,0.158,235,80
14:39.5,16.5,0.158,235,80
14:40.3,16.652,0.156,235,80
14:41.4,16.386,0.156,235,80
14:42.1,16.538,0.156,235,80
14:42.1,16.538,0.156,235,80
14:43.9,16.671,0.155,235,80
14:45.9,16.386,0.159,235,80
14:45.9,16.386,0.159,235,80
14:47.7,16.481,0.156,235,80
14:48.8,16.899,0.156,235,80
14:49.5,16.747,0.159,235,80
14:49.5,16.747,0.159,235,80
14:51.3,16.576,0.154,235,80
14:52.1,16.5,0.154,235,80
14:53.3,16.462,0.154,235,80
14:54.6,16.424,0.154,235,80
14:54.6,16.424,0.154,235,80
14:54.6,16.424,0.154,235,80
14:57.6,16.5,0.156,235,80
14:57.6,16.5,0.156,235,80
14:59.7,16.348,0.156,235,80
15:00.6,16.443,0.154,235,80
15:01.3,16.443,0.154,235,80
15:02.8,17.013,0.16,235,80
15:03.5,17.013,0.16,235,80
15:04.3,16.405,0.16,235,80
15:05.1,16.405,0.156,235,80
15:06.6,16.614,0.156,235,80
15:06.6,16.614,0.156,235,80
15:06.6,16.614,0.156,235,80
15:06.6,16.614,0.156,235,80
15:06.6,16.614,0.156,235,80
15:11.1,16.424,0.156,235,80
15:11.1,16.424,0.156,235,80
15:11.1,16.424,0.156,235,80
15:11.1,16.424,0.156,235,80
15:11.1,16.424,0.156,235,80
15:16.9,16.747,0.154,235,80
15:16.9,16.747,0.154,235,80
15:18.2,16.5,0.154,235,80
15:19.8,16.291,0.154,235,80
15:20.5,16.424,0.155,235,80
15:21.2,16.424,0.155,235,80
15:22.8,16.5,0.154,235,80
15:23.6,16.5,0.154,235,80
15:24.9,16.329,0.154,235,80
15:25.7,16.367,0.155,235,80
15:26.4,17.051,0.155,235,80
15:27.2,17.051,0.155,235,80
15:28.7,16.31,0.155,235,80
15:29.5,16.31,0.154,235,80
15:30.3,16.481,0.154,235,80
15:31.8,16.462,0.154,235,80
15:32.6,16.538,0.154,235,80
15:33.4,16.538,0.154,235,80
15:34.9,16.291,0.158,235,80
15:35.7,16.291,0.158,235,80
15:36.5,16.747,0.155,235,80
15:37.7,16.31,0.155,235,80
15:38.9,16.519,0.155,235,80
15:39.6,16.785,0.155,235,80
15:40.3,16.785,0.155,235,80
15:41.0,16.785,0.16,235,80
15:42.4,16.785,0.16,235,80
15:43.1,16.253,0.155,235,80
15:44.7,16.975,0.155,235,80
15:45.4,16.975,0.16,235,80
15:46.9,16.633,0.16,235,80
15:47.7,16.519,0.155,235,80
15:48.4,16.538,0.155,235,80
15:49.8,16.367,0.154,235,80
15:50.6,16.367,0.154,235,80
15:51.4,16.348,0.154,235,80
15:52.2,16.5,0.155,235,80
15:53.8,16.519,0.155,235,80
15:54.6,16.538,0.156,235,80
15:55.4,16.538,0.156,235,80
15:56.9,16.367,0.155,235,80
15:57.8,16.367,0.155,235,80
15:58.6,16.519,0.158,235,80
15:59.3,16.937,0.158,235,80
16:00.1,16.937,0.158,235,80
16:01.9,16.424,0.154,235,80
16:02.6,16.424,0.154,235,80
16:03.4,16.671,0.156,235,80
16:04.9,16.823,0.156,235,80
16:05.7,16.557,0.156,235,80
16:06.5,16.557,0.156,235,80
16:07.4,16.538,0.155,235,80
16:08.8,16.367,0.155,235,80
16:19.5,16.5,0.155,235,90
16:20.2,16.5,0.155,235,90
16:21.8,16.386,0.154,235,90
16:22.6,16.557,0.156,235,90
16:23.4,16.747,0.156,235,90
16:24.3,16.747,0.156,235,90
16:25.6,16.443,0.155,235,90
16:26.3,16.481,0.155,235,90
16:27.2,16.823,0.16,235,90
16:28.2,16.709,0.16,235,90
16:29.8,16.405,0.156,235,90
16:30.6,16.386,0.156,235,90
16:31.6,16.386,0.161,235,90
16:32.3,17.26,0.161,235,90
16:33.9,16.405,0.156,235,90
16:34.7,16.367,0.156,235,90
16:35.4,16.424,0.156,235,90
16:36.8,16.31,0.156,235,90
16:37.6,16.31,0.156,235,90
16:38.4,16.329,0.155,235,90
16:39.8,16.804,0.155,235,90
16:40.5,16.652,0.158,235,90
16:41.2,16.652,0.158,235,90
16:42.8,16.405,0.156,235,90
16:43.6,16.405,0.156,235,90
16:44.4,16.5,0.156,235,90
16:45.2,17.051,0.161,235,90
16:46.9,16.253,0.155,235,90
16:47.7,16.443,0.155,235,90
16:48.5,16.443,0.155,235,90
16:49.3,17.07,0.161,235,90
16:50.8,16.671,0.161,235,90
16:51.5,16.538,0.155,235,90
16:52.2,16.538,0.155,235,90
16:53.9,16.424,0.156,235,90
16:54.9,16.424,0.156,235,90
16:55.7,16.443,0.156,235,90
16:56.4,16.956,0.156,235,90
16:57.9,16.576,0.156,235,90
16:58.6,16.481,0.158,235,90
16:59.7,16.481,0.158,235,90
17:00.4,16.386,0.156,235,90
17:01.2,16.519,0.156,235,90
17:02.7,17.146,0.161,235,90
17:03.4,16.519,0.161,235,90
17:04.2,16.519,0.161,235,90
17:05.9,16.386,0.155,235,90
17:06.8,16.709,0.155,235,90
17:07.6,16.975,0.161,235,90
17:08.4,16.519,0.161,235,90
17:09.8,16.329,0.155,235,90
17:10.6,16.329,0.155,235,90
17:11.3,16.405,0.155,235,90
17:12.8,16.519,0.155,235,90
17:13.5,16.519,0.159,235,90
17:14.9,16.557,0.159,235,90
17:15.8,16.443,0.159,235,90
17:16.6,16.443,0.157,235,90
17:17.4,16.538,0.157,235,90
17:18.8,16.424,0.156,235,90
17:19.5,16.747,0.156,235,90
17:20.2,16.747,0.16,235,90
17:21.8,16.443,0.16,235,90
17:22.6,16.443,0.156,235,90
17:23.5,16.462,0.156,235,90
17:24.3,17.108,0.156,235,90
17:25.7,16.652,0.158,235,90
17:26.4,16.652,0.158,235,90
17:27.9,16.443,0.155,235,90
17:28.7,16.443,0.155,235,90
17:29.8,16.31,0.155,235,90
17:30.6,16.5,0.155,235,90
17:31.4,16.5,0.16,235,90
17:32.9,16.69,0.16,235,90
17:33.6,16.69,0.157,235,90
17:34.4,16.595,0.157,235,90
17:35.8,16.405,0.156,235,90
17:36.6,16.5,0.156,235,90
17:37.3,16.5,0.156,235,90
17:38.9,17.051,0.159,235,90
17:39.6,16.424,0.159,235,90
17:40.3,16.519,0.156,235,90
17:41.8,16.88,0.156,235,90
17:42.5,16.88,0.158,235,90
17:43.4,16.69,0.158,235,90
17:44.9,16.557,0.156,235,90
17:45.8,16.329,0.156,235,90
17:46.6,16.5,0.156,235,90
17:57.3,16.481,0.156,235,100
17:58.9,16.519,0.156,235,100
17:58.9,16.519,0.156,235,100
18:00.9,16.652,0.156,235,100
18:01.7,16.709,0.156,235,100
18:02.8,16.462,0.155,235,100
18:03.5,16.462,0.155,235,100
18:04.3,16.5,0.155,235,100
18:05.8,17.165,0.16,235,100
18:06.8,16.424,0.16,235,100
18:07.6,16.424,0.155,235,100
18:08.4,16.424,0.155,235,100
18:09.2,17.127,0.162,235,100
18:10.8,16.405,0.162,235,100
18:11.6,16.424,0.155,235,100
18:12.3,16.424,0.155,235,100
18:13.1,16.5,0.155,235,100
18:14.9,16.443,0.154,235,100
18:15.7,16.576,0.158,235,100
18:16.4,16.785,0.158,235,100
18:17.9,16.633,0.158,235,100
18:18.7,16.576,0.155,235,100
18:19.5,16.576,0.155,235,100
18:21.0,16.5,0.155,235,100
18:21.7,16.899,0.155,235,100
18:22.5,16.842,0.155,235,100
18:23.4,16.842,0.156,235,100
18:24.9,16.405,0.157,235,100
18:25.6,16.405,0.157,235,100
18:26.4,17.051,0.157,235,100
18:28.0,16.519,0.156,235,100
18:28.8,16.405,0.156,235,100
18:29.5,16.481,0.156,235,100
18:30.3,16.481,0.156,235,100
18:31.8,16.5,0.156,235,100
18:32.7,16.557,0.156,235,100
18:33.4,16.481,0.156,235,100
18:34.3,16.481,0.157,235,100
18:35.7,16.462,0.157,235,100
18:36.5,16.462,0.156,235,100
18:37.3,16.405,0.156,235,100
18:38.9,17.089,0.163,235,100
18:39.7,16.462,0.163,235,100
18:40.5,16.462,0.163,235,100
18:41.3,16.329,0.156,235,100
18:42.1,16.766,0.156,235,100
18:43.9,16.804,0.159,235,100
18:44.8,16.462,0.159,235,100
18:45.6,16.424,0.155,235,100
18:47.0,16.329,0.155,235,100
18:47.8,16.329,0.156,235,100
18:48.5,16.215,0.156,235,100
18:49.4,16.671,0.156,235,100
18:50.8,16.671,0.158,235,100
18:51.5,16.671,0.158,235,100
18:53.0,16.405,0.156,235,100
18:53.7,16.405,0.156,235,100
18:54.5,16.519,0.156,235,100
18:55.3,16.519,0.156,235,100
18:56.9,16.481,0.155,235,100
18:57.8,16.481,0.155,235,100
18:58.6,16.462,0.159,235,100
18:59.4,17.051,0.159,235,100
19:00.9,16.5,0.156,235,100
19:01.6,16.462,0.156,235,100
19:02.4,16.462,0.156,235,100
19:03.4,16.405,0.156,235,100
19:04.1,16.31,0.156,235,100
19:05.8,16.424,0.156,235,100
19:06.5,16.671,0.156,235,100
19:08.0,16.747,0.158,235,100
19:08.8,16.747,0.158,235,100
19:09.6,16.386,0.158,235,100
19:10.4,16.367,0.156,235,100
19:12.0,16.861,0.156,235,100
19:12.7,16.652,0.162,235,100
19:13.5,16.652,0.162,235,100
19:14.3,16.462,0.156,235,100
19:15.8,16.519,0.156,235,100
19:16.6,16.975,0.158,235,100
19:17.3,16.557,0.158,235,100
19:18.9,16.405,0.156,235,100
19:19.6,16.405,0.156,235,100
19:20.3,16.5,0.156,235,100
